animal_id,timestamp,latitude,longitude
elk_001,2024-01-01 00:00:00,38.893212724518584,-105.31785974346376
elk_001,2024-01-01 01:00:00,38.88634575682784,-105.31382218543291
elk_001,2024-01-01 02:00:00,38.88841835739181,-105.31908306318458
elk_001,2024-01-01 03:00:00,38.894629454117684,-105.30964771931576
elk_001,2024-01-01 04:00:00,38.901813542317655,-105.30521831309841
elk_001,2024-01-01 05:00:00,38.90061161208961,-105.30253636779935
elk_001,2024-01-01 06:00:00,38.892566630501804,-105.30653991286505
elk_001,2024-01-01 07:00:00,38.89357048283474,-105.3045444818884
elk_001,2024-01-01 08:00:00,38.89517394232765,-105.3078861943147
elk_001,2024-01-01 09:00:00,38.90249491764213,-105.29921121713878
elk_001,2024-01-01 10:00:00,38.90301985184064,-105.29356609690396
elk_001,2024-01-01 11:00:00,38.90202410878117,-105.30323586671506
elk_001,2024-01-01 12:00:00,38.908520179394365,-105.30167708263835
elk_001,2024-01-01 13:00:00,38.90032651997927,-105.30407738837593
elk_001,2024-01-01 14:00:00,38.89864252216812,-105.30447463750147
elk_001,2024-01-01 15:00:00,38.888845353670874,-105.29707608941068
elk_001,2024-01-01 16:00:00,38.89829042111677,-105.2962163848462
elk_001,2024-01-01 17:00:00,38.88881189472233,-105.29221032180628
elk_001,2024-01-01 18:00:00,38.89274777299224,-105.28468413228563
elk_001,2024-01-01 19:00:00,38.898374102477305,-105.27560568612729
elk_001,2024-01-01 20:00:00,38.89628095810516,-105.28377695539733
elk_001,2024-01-01 21:00:00,38.8933626717274,-105.27780549233782
elk_001,2024-01-01 22:00:00,38.8923603423496,-105.26865570555336
elk_001,2024-01-01 23:00:00,38.899110824404005,-105.2673230081614
elk_001,2024-01-02 00:00:00,38.89342950358505,-105.26814287591849
elk_001,2024-01-02 01:00:00,38.893191524864285,-105.26220521842262
elk_001,2024-01-02 02:00:00,38.9025858845299,-105.25591005422477
elk_001,2024-01-02 03:00:00,38.90424736860171,-105.25090790910744
elk_001,2024-01-02 04:00:00,38.907990849492556,-105.24289653033446
elk_001,2024-01-02 05:00:00,38.909127450556184,-105.250361581571
elk_001,2024-01-02 06:00:00,38.90231933676232,-105.25530250338966
elk_001,2024-01-02 07:00:00,38.90619345735092,-105.25048192664893
elk_001,2024-01-02 08:00:00,38.89990313886779,-105.25845236806725
elk_001,2024-01-02 09:00:00,38.895902211686895,-105.26145615806173
elk_001,2024-01-02 10:00:00,38.895298672718624,-105.26452974339745
elk_001,2024-01-02 11:00:00,38.894895113334734,-105.2669678456126
elk_001,2024-01-02 12:00:00,38.89783337405235,-105.26686383995496
elk_001,2024-01-02 13:00:00,38.89783797287317,-105.25764953124089
elk_001,2024-01-02 14:00:00,38.902278689351704,-105.25215446585996
elk_001,2024-01-02 15:00:00,38.900542112618105,-105.24500869555166
elk_001,2024-01-02 16:00:00,38.907393769039345,-105.24348781227765
elk_001,2024-01-02 17:00:00,38.90990163153258,-105.2340255809301
elk_001,2024-01-02 18:00:00,38.919118984016905,-105.23038146476341
elk_001,2024-01-02 19:00:00,38.920814626783084,-105.22062321174049
elk_001,2024-01-02 20:00:00,38.924577287518936,-105.21331652037745
elk_001,2024-01-02 21:00:00,38.934120007305864,-105.21104467341127
elk_001,2024-01-02 22:00:00,38.926459772986924,-105.21193512894297
elk_001,2024-01-02 23:00:00,38.9285029212975,-105.2045774114817
elk_001,2024-01-03 00:00:00,38.93649060429365,-105.19579742199517
elk_001,2024-01-03 01:00:00,38.93895310980328,-105.20050643175003
elk_001,2024-01-03 02:00:00,38.935276289095725,-105.20147622659144
elk_001,2024-01-03 03:00:00,38.93921514814433,-105.20318865624428
elk_001,2024-01-03 04:00:00,38.9294215680642,-105.19554970406648
elk_001,2024-01-03 05:00:00,38.92820580353089,-105.19735683591301
elk_001,2024-01-03 06:00:00,38.93283623092412,-105.20392140812804
elk_001,2024-01-03 07:00:00,38.92905808105494,-105.20085370711584
elk_001,2024-01-03 08:00:00,38.92352819547036,-105.19748263240817
elk_001,2024-01-03 09:00:00,38.92138172133909,-105.19114305654335
elk_001,2024-01-03 10:00:00,38.91371212454294,-105.18380015511417
elk_001,2024-01-03 11:00:00,38.9138458850333,-105.18025540102398
elk_001,2024-01-03 12:00:00,38.91915053025895,-105.1839562164028
elk_001,2024-01-03 13:00:00,38.92665770273811,-105.17983599950654
elk_001,2024-01-03 14:00:00,38.92376714440603,-105.18914295104499
